fair_mkt_rent,area_name,county_name,pop2010,state,metro
1818,"New Haven-Meriden, CT HUD Metro FMR Area",Guilford town,22375,CT,1
1818,"New Haven-Meriden, CT HUD Metro FMR Area",Hamden town,60960,CT,1
1818,"New Haven-Meriden, CT HUD Metro FMR Area",Madison town,18269,CT,1
1818,"New Haven-Meriden, CT HUD Metro FMR Area",Meriden town,60868,CT,1
1325,"Waterbury, CT HUD Metro FMR Area",Middlebury town,7575,CT,1
1762,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",Milford town,52759,CT,1
1325,"Waterbury, CT HUD Metro FMR Area",Naugatuck town,31862,CT,1
1818,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven town,129779,CT,1
1818,"New Haven-Meriden, CT HUD Metro FMR Area",North Branford town,14407,CT,1
1818,"New Haven-Meriden, CT HUD Metro FMR Area",North Haven town,24093,CT,1
1818,"New Haven-Meriden, CT HUD Metro FMR Area",Orange town,13956,CT,1
1762,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",Oxford town,12683,CT,1
1325,"Waterbury, CT HUD Metro FMR Area",Prospect town,9405,CT,1
1762,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",Seymour town,16540,CT,1
1325,"Waterbury, CT HUD Metro FMR Area",Southbury town,19904,CT,1
1818,"New Haven-Meriden, CT HUD Metro FMR Area",Wallingford town,45135,CT,1
1325,"Waterbury, CT HUD Metro FMR Area",Waterbury town,110366,CT,1
1818,"New Haven-Meriden, CT HUD Metro FMR Area",West Haven town,55564,CT,1
1325,"Waterbury, CT HUD Metro FMR Area",Wolcott town,16680,CT,1
1818,"New Haven-Meriden, CT HUD Metro FMR Area",Woodbridge town,8990,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Bozrah town,2627,CT,1
1648,"Colchester-Lebanon, CT HUD Metro FMR Area",Colchester town,16068,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",East Lyme town,19159,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Franklin town,1922,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Griswold town,11951,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Groton town,40115,CT,1
1648,"Colchester-Lebanon, CT HUD Metro FMR Area",Lebanon town,7308,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Ledyard town,15051,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Lisbon town,4338,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Lyme town,2406,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Montville town,19571,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",New London town,27620,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",North Stonington town,5297,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Norwich town,40493,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Old Lyme town,7603,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Preston town,4726,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Salem town,4151,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Sprague town,2984,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Stonington town,18545,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Voluntown town,2603,CT,1
1560,"Norwich-New London, CT HUD Metro FMR Area",Waterford town,19517,CT,1
1655,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Andover town,3303,CT,1
1655,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Bolton town,4980,CT,1
1655,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Columbia town,5485,CT,1
1655,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Coventry town,12435,CT,1
1655,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Ellington town,15602,CT,1
1655,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Hebron town,9686,CT,1
1655,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Mansfield town,26543,CT,1
1655,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Somers town,11444,CT,1
1655,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Stafford town,12087,CT,1
1655,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Tolland town,15052,CT,1
1655,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Union town,854,CT,1
1655,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Vernon town,29179,CT,1
1655,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Willington town,6041,CT,1
1329,"Windham County, CT",Ashford town,4317,CT,0
1329,"Windham County, CT",Brooklyn town,8210,CT,0
1329,"Windham County, CT",Canterbury town,5132,CT,0
1329,"Windham County, CT",Chaplin town,2305,CT,0
1329,"Windham County, CT",Eastford town,1749,CT,0
1329,"Windham County, CT",Hampton town,1863,CT,0
1329,"Windham County, CT",Killingly town,17370,CT,0
1329,"Windham County, CT",Plainfield town,15405,CT,0
1329,"Windham County, CT",Pomfret town,4247,CT,0
1329,"Windham County, CT",Putnam town,9584,CT,0
1329,"Windham County, CT",Scotland town,1726,CT,0
1329,"Windham County, CT",Sterling town,3830,CT,0
1329,"Windham County, CT",Thompson town,9458,CT,0
1329,"Windham County, CT",Windham town,25268,CT,0
1329,"Windham County, CT",Woodstock town,7964,CT,0
1738,"Dover, DE MSA",Kent County,162310,DE,1
1546,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",New Castle County,538479,DE,1
1568,"Sussex County, DE",Sussex County,197145,DE,0
2451,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",District of Columbia,601723,DC,1
1534,"Gainesville, FL MSA",Alachua County,247336,FL,1
1058,"Baker County, FL HUD Metro FMR Area",Baker County,27115,FL,1
1524,"Panama City-Lynn Haven-Panama City Beach, FL MSA",Bay County,168852,FL,1
951,"Bradford County, FL",Bradford County,28520,FL,0
1446,"Palm Bay-Melbourne-Titusville, FL MSA",Brevard County,543376,FL,1
2237,"Fort Lauderdale, FL HUD Metro FMR Area",Broward County,1748066,FL,1
905,"Calhoun County, FL",Calhoun County,14625,FL,0
1217,"Punta Gorda, FL MSA",Charlotte County,159978,FL,1
1270,"Citrus County, FL",Citrus County,141236,FL,0
1502,"Jacksonville, FL HUD Metro FMR Area",Clay County,190865,FL,1
1592,"Naples-Marco Island, FL MSA",Collier County,321520,FL,1
1323,"Columbia County, FL",Columbia County,67531,FL,0
901,"DeSoto County, FL",DeSoto County,34862,FL,0
942,"Dixie County, FL",Dixie County,16422,FL,0
1502,"Jacksonville, FL HUD Metro FMR Area",Duval County,864263,FL,1
1448,"Pensacola-Ferry Pass-Brent, FL MSA",Escambia County,297619,FL,1
1336,"Palm Coast, FL MSA",Flagler County,95696,FL,1
1054,"Franklin County, FL",Franklin County,11549,FL,0
1578,"Tallahassee, FL HUD Metro FMR Area",Gadsden County,46389,FL,1
1534,"Gainesville, FL MSA",Gilchrist County,16939,FL,1
1143,"Glades County, FL",Glades County,12884,FL,0
1038,"Gulf County, FL",Gulf County,15863,FL,0
940,"Hamilton County, FL",Hamilton County,14799,FL,0
883,"Hardee County, FL",Hardee County,27731,FL,0
1151,"Hendry County, FL",Hendry County,39140,FL,0
1533,"Tampa-St. Petersburg-Clearwater, FL MSA",Hernando County,172778,FL,1
1073,"Highlands County, FL",Highlands County,98786,FL,0
1533,"Tampa-St. Petersburg-Clearwater, FL MSA",Hillsborough County,1229226,FL,1
905,"Holmes County, FL",Holmes County,19927,FL,0
1109,"Sebastian-Vero Beach, FL MSA",Indian River County,138028,FL,1
999,"Jackson County, FL",Jackson County,49746,FL,0
1578,"Tallahassee, FL HUD Metro FMR Area",Jefferson County,14761,FL,1
905,"Lafayette County, FL",Lafayette County,8870,FL,0
1608,"Orlando-Kissimmee-Sanford, FL MSA",Lake County,297052,FL,1
1251,"Cape Coral-Fort Myers, FL MSA",Lee County,618754,FL,1
1578,"Tallahassee, FL HUD Metro FMR Area",Leon County,275487,FL,1
1164,"Levy County, FL",Levy County,40801,FL,0
951,"Liberty County, FL",Liberty County,8365,FL,0
1066,"Madison County, FL",Madison County,19224,FL,0
1511,"North Port-Bradenton-Sarasota, FL MSA",Manatee County,322833,FL,1
1059,"Ocala, FL MSA",Marion County,331298,FL,1
1522,"Port St. Lucie, FL MSA",Martin County,146318,FL,1
1863,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",Miami-Dade County,2496435,FL,1
2185,"Monroe County, FL",Monroe County,73090,FL,0
1502,"Jacksonville, FL HUD Metro FMR Area",Nassau County,73314,FL,1
1559,"Crestview-Fort Walton Beach-Destin, FL MSA",Okaloosa County,180822,FL,1
925,"Okeechobee County, FL",Okeechobee County,39996,FL,0
1608,"Orlando-Kissimmee-Sanford, FL MSA",Orange County,1145956,FL,1
1608,"Orlando-Kissimmee-Sanford, FL MSA",Osceola County,268685,FL,1
1945,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",Palm Beach County,1320134,FL,1
1533,"Tampa-St. Petersburg-Clearwater, FL MSA",Pasco County,464697,FL,1
1533,"Tampa-St. Petersburg-Clearwater, FL MSA",Pinellas County,916542,FL,1
1370,"Lakeland-Winter Haven, FL MSA",Polk County,602095,FL,1
861,"Putnam County, FL",Putnam County,74364,FL,0
1502,"Jacksonville, FL HUD Metro FMR Area",St. Johns County,190039,FL,1
1522,"Port St. Lucie, FL MSA",St. Lucie County,277789,FL,1
1448,"Pensacola-Ferry Pass-Brent, FL MSA",Santa Rosa County,151372,FL,1
1511,"North Port-Bradenton-Sarasota, FL MSA",Sarasota County,379448,FL,1
1608,"Orlando-Kissimmee-Sanford, FL MSA",Seminole County,422718,FL,1
1240,"Sumter County, FL",Sumter County,93420,FL,0
927,"Suwannee County, FL",Suwannee County,41551,FL,0
1024,"Taylor County, FL",Taylor County,22570,FL,0
860,"Union County, FL",Union County,15535,FL,0
1324,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Volusia County,494593,FL,1
1399,"Wakulla County, FL HUD Metro FMR Area",Wakulla County,30776,FL,1
1078,"Walton County, FL",Walton County,55043,FL,0
905,"Washington County, FL",Washington County,24896,FL,0
856,"Appling County, GA",Appling County,18236,GA,0
783,"Atkinson County, GA",Atkinson County,8375,GA,0
783,"Bacon County, GA",Bacon County,11096,GA,0
928,"Albany, GA MSA",Baker County,3451,GA,1
918,"Baldwin County, GA",Baldwin County,45720,GA,0
967,"Banks County, GA",Banks County,18395,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Barrow County,69367,GA,1
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Bartow County,100157,GA,1
814,"Ben Hill County, GA",Ben Hill County,17634,GA,0
1025,"Berrien County, GA",Berrien County,19286,GA,0
1049,"Macon, GA MSA",Bibb County,155547,GA,1
887,"Bleckley County, GA",Bleckley County,13063,GA,0
982,"Brunswick, GA MSA",Brantley County,18411,GA,1
1121,"Valdosta, GA MSA",Brooks County,16243,GA,1
1459,"Savannah, GA MSA",Bryan County,30233,GA,1
1106,"Bulloch County, GA",Bulloch County,70217,GA,0
1226,"Augusta-Richmond County, GA-SC MSA",Burke County,23316,GA,1
1037,"Butts County, GA HUD Metro FMR Area",Butts County,23655,GA,1
887,"Calhoun County, GA",Calhoun County,6694,GA,0
1241,"Camden County, GA",Camden County,50513,GA,0
884,"Candler County, GA",Candler County,10998,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Carroll County,110527,GA,1
1094,"Chattanooga, TN-GA MSA",Catoosa County,63942,GA,1
887,"Charlton County, GA",Charlton County,12171,GA,0
1459,"Savannah, GA MSA",Chatham County,265128,GA,1
1319,"Columbus, GA-AL MSA",Chattahoochee County,11267,GA,1
1038,"Chattooga County, GA",Chattooga County,26015,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Cherokee County,214346,GA,1
1135,"Athens-Clarke County, GA MSA",Clarke County,116714,GA,1
930,"Clay County, GA",Clay County,3183,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Clayton County,259424,GA,1
887,"Clinch County, GA",Clinch County,6798,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Cobb County,688078,GA,1
1030,"Coffee County, GA",Coffee County,42356,GA,0
866,"Colquitt County, GA",Colquitt County,45498,GA,0
1226,"Augusta-Richmond County, GA-SC MSA",Columbia County,124053,GA,1
866,"Cook County, GA",Cook County,17212,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Coweta County,127317,GA,1
1049,"Macon, GA MSA",Crawford County,12630,GA,1
969,"Crisp County, GA",Crisp County,23439,GA,0
1094,"Chattanooga, TN-GA MSA",Dade County,16633,GA,1
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Dawson County,22330,GA,1
783,"Decatur County, GA",Decatur County,27842,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",DeKalb County,691893,GA,1
1038,"Dodge County, GA",Dodge County,21796,GA,0
918,"Dooly County, GA",Dooly County,14918,GA,0
928,"Albany, GA MSA",Dougherty County,94565,GA,1
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Douglas County,132403,GA,1
985,"Early County, GA",Early County,11008,GA,0
1121,"Valdosta, GA MSA",Echols County,4034,GA,1
1459,"Savannah, GA MSA",Effingham County,52250,GA,1
887,"Elbert County, GA",Elbert County,20166,GA,0
922,"Emanuel County, GA",Emanuel County,22598,GA,0
783,"Evans County, GA",Evans County,11000,GA,0
1135,"Fannin County, GA",Fannin County,23682,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Fayette County,106567,GA,1
1346,"Rome, GA MSA",Floyd County,96317,GA,1
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Forsyth County,175511,GA,1
1038,"Franklin County, GA",Franklin County,22084,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Fulton County,920581,GA,1
1181,"Gilmer County, GA",Gilmer County,28292,GA,0
783,"Glascock County, GA",Glascock County,3082,GA,0
982,"Brunswick, GA MSA",Glynn County,79626,GA,1
1092,"Gordon County, GA",Gordon County,55186,GA,0
879,"Grady County, GA",Grady County,25011,GA,0
912,"Greene County, GA",Greene County,15994,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Gwinnett County,805321,GA,1
1059,"Habersham County, GA",Habersham County,43041,GA,0
1101,"Gainesville, GA MSA",Hall County,179684,GA,1
783,"Hancock County, GA",Hancock County,9429,GA,0
1039,"Haralson County, GA HUD Metro FMR Area",Haralson County,28780,GA,1
1319,"Columbus, GA-AL MSA",Harris County,32024,GA,1
1038,"Hart County, GA",Hart County,25213,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Heard County,11834,GA,1
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Henry County,203922,GA,1
1275,"Warner Robins, GA MSA",Houston County,139900,GA,1
783,"Irwin County, GA",Irwin County,9538,GA,0
973,"Jackson County, GA",Jackson County,60485,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Jasper County,13900,GA,1
801,"Jeff Davis County, GA",Jeff Davis County,15068,GA,0
783,"Jefferson County, GA",Jefferson County,16930,GA,0
907,"Jenkins County, GA",Jenkins County,8340,GA,0
814,"Johnson County, GA",Johnson County,9980,GA,0
1049,"Macon, GA MSA",Jones County,28669,GA,1
1005,"Lamar County, GA HUD Metro FMR Area",Lamar County,18317,GA,1
1121,"Valdosta, GA MSA",Lanier County,10078,GA,1
814,"Laurens County, GA",Laurens County,48434,GA,0
928,"Albany, GA MSA",Lee County,28298,GA,1
1296,"Hinesville-Fort Stewart, GA HUD Metro FMR Area",Liberty County,63453,GA,1
1038,"Lincoln County, GA",Lincoln County,7996,GA,0
1045,"Long County, GA HUD Metro FMR Area",Long County,14464,GA,1
1121,"Valdosta, GA MSA",Lowndes County,109233,GA,1
947,"Lumpkin County, GA",Lumpkin County,29966,GA,0
1226,"Augusta-Richmond County, GA-SC MSA",McDuffie County,21875,GA,1
982,"Brunswick, GA MSA",McIntosh County,14333,GA,1
959,"Macon County, GA",Macon County,14740,GA,0
1135,"Athens-Clarke County, GA MSA",Madison County,28120,GA,1
1319,"Columbus, GA-AL MSA",Marion County,8742,GA,1
814,"Meriwether County, GA HUD Metro FMR Area",Meriwether County,21992,GA,1
864,"Miller County, GA",Miller County,6125,GA,0
863,"Mitchell County, GA",Mitchell County,23498,GA,0
1125,"Monroe County, GA HUD Metro FMR Area",Monroe County,26424,GA,1
887,"Montgomery County, GA",Montgomery County,9123,GA,0
1033,"Morgan County, GA",Morgan County,17868,GA,0
1081,"Murray County, GA HUD Metro FMR Area",Murray County,39628,GA,1
1319,"Columbus, GA-AL MSA",Muscogee County,189885,GA,1
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Newton County,99958,GA,1
1135,"Athens-Clarke County, GA MSA",Oconee County,32808,GA,1
1135,"Athens-Clarke County, GA MSA",Oglethorpe County,14899,GA,1
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Paulding County,142324,GA,1
822,"Peach County, GA",Peach County,27695,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Pickens County,29431,GA,1
1038,"Pierce County, GA",Pierce County,18758,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Pike County,17869,GA,1
909,"Polk County, GA",Polk County,41475,GA,0
887,"Pulaski County, GA",Pulaski County,12010,GA,0
923,"Putnam County, GA",Putnam County,21218,GA,0
887,"Quitman County, GA",Quitman County,2513,GA,0
918,"Rabun County, GA",Rabun County,16276,GA,0
887,"Randolph County, GA",Randolph County,7719,GA,0
1226,"Augusta-Richmond County, GA-SC MSA",Richmond County,200549,GA,1
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Rockdale County,85215,GA,1
1038,"Schley County, GA",Schley County,5010,GA,0
783,"Screven County, GA",Screven County,14593,GA,0
807,"Seminole County, GA",Seminole County,8729,GA,0
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Spalding County,64073,GA,1
1038,"Stephens County, GA",Stephens County,26175,GA,0
887,"Stewart County, GA",Stewart County,6058,GA,0
845,"Sumter County, GA",Sumter County,32819,GA,0
1169,"Talbot County, GA",Talbot County,6865,GA,0
992,"Taliaferro County, GA",Taliaferro County,1717,GA,0
824,"Tattnall County, GA",Tattnall County,25520,GA,0
887,"Taylor County, GA",Taylor County,8906,GA,0
836,"Telfair County, GA",Telfair County,16500,GA,0
928,"Albany, GA MSA",Terrell County,9315,GA,1
896,"Thomas County, GA",Thomas County,44720,GA,0
999,"Tift County, GA",Tift County,40118,GA,0
817,"Toombs County, GA",Toombs County,27223,GA,0
942,"Towns County, GA",Towns County,10471,GA,0
783,"Treutlen County, GA",Treutlen County,6885,GA,0
1045,"Troup County, GA",Troup County,67044,GA,0
1038,"Turner County, GA",Turner County,8930,GA,0
1049,"Macon, GA MSA",Twiggs County,9023,GA,1
783,"Union County, GA",Union County,21356,GA,0
1038,"Upson County, GA",Upson County,27153,GA,0
1094,"Chattanooga, TN-GA MSA",Walker County,68756,GA,1
1474,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Walton County,83768,GA,1
783,"Ware County, GA",Ware County,36312,GA,0
866,"Warren County, GA",Warren County,5834,GA,0
1038,"Washington County, GA",Washington County,21187,GA,0
783,"Wayne County, GA",Wayne County,30099,GA,0
903,"Webster County, GA",Webster County,2799,GA,0
995,"Wheeler County, GA",Wheeler County,7421,GA,0
1066,"White County, GA",White County,27144,GA,0
1045,"Dalton, GA HUD Metro FMR Area",Whitfield County,102599,GA,1
1006,"Wilcox County, GA",Wilcox County,9255,GA,0
1038,"Wilkes County, GA",Wilkes County,10593,GA,0
887,"Wilkinson County, GA",Wilkinson County,9563,GA,0
928,"Albany, GA MSA",Worth County,21679,GA,1
1943,"Hawaii County, HI",Hawaii County,185079,HI,0
3061,"Honolulu, HI MSA",Honolulu County,953207,HI,1
974,"Kalawao County, HI",Kalawao County,90,HI,0
1969,"Kauai County, HI",Kauai County,67091,HI,0
1748,"Maui County, HI",Maui County,154834,HI,0
1205,"Boise City-Nampa, ID HUD Metro FMR Area",Ada County,392365,ID,1
1124,"Adams County, ID",Adams County,3976,ID,0
1139,"Pocatello, ID MSA",Bannock County,82839,ID,1
1124,"Bear Lake County, ID",Bear Lake County,5986,ID,0
1139,"Benewah County, ID",Benewah County,9285,ID,0
951,"Bingham County, ID",Bingham County,45607,ID,0
1392,"Blaine County, ID",Blaine County,21376,ID,0
