two_bed,studio,one_bed,three_bed,four_bed,county_name,pop2010,state,metro
778,605,656,1026,1301,Saluda County,19875,SC,1
674,426,568,900,1012,Spartanburg County,284307,SC,1
652,505,508,812,1007,Sumter County,107456,SC,1
608,446,449,803,813,Union County,28961,SC,0
608,362,513,781,848,Williamsburg County,34423,SC,0
831,636,701,1120,1389,York County,226073,SC,1
700,511,517,956,960,Aurora County,2710,SD,0
640,468,473,859,863,Beadle County,17398,SD,0
640,468,540,943,1047,Bennett County,3431,SD,0
640,468,516,898,979,Bon Homme County,7070,SD,0
708,450,523,1043,1254,Brookings County,31965,SD,0
672,438,497,855,1190,Brown County,36531,SD,0
640,468,540,883,886,Brule County,5255,SD,0
771,563,570,960,1030,Buffalo County,1912,SD,0
640,468,523,943,946,Butte County,10110,SD,0
640,468,500,883,886,Campbell County,1466,SD,0
640,468,540,830,855,Charles Mix County,9129,SD,0
640,468,473,797,855,Clark County,3691,SD,0
715,522,556,1054,1266,Clay County,13864,SD,0
691,439,532,891,923,Codington County,27227,SD,0
640,468,474,911,914,Corson County,4050,SD,0
740,541,547,922,1226,Custer County,8216,SD,0
677,466,500,891,905,Davison County,19504,SD,0
640,468,473,943,946,Day County,5710,SD,0
640,468,540,925,929,Deuel County,4364,SD,0
640,468,473,890,902,Dewey County,5301,SD,0
834,609,616,1039,1115,Douglas County,3002,SD,0
659,481,487,971,974,Edmunds County,4071,SD,0
750,548,554,1029,1032,Fall River County,7094,SD,0
640,468,540,883,886,Faulk County,2364,SD,0
640,468,503,886,1099,Grant County,7356,SD,0
640,468,540,943,946,Gregory County,4271,SD,0
695,508,515,1024,1028,Haakon County,1937,SD,0
642,509,512,946,949,Hamlin County,5903,SD,0
640,468,486,933,936,Hand County,3431,SD,0
657,480,486,818,878,Hanson County,3331,SD,0
640,468,474,883,886,Harding County,1255,SD,0
669,489,494,986,1185,Hughes County,17022,SD,0
640,468,534,855,1134,Hutchinson County,7343,SD,0
640,468,474,943,946,Hyde County,1420,SD,0
640,468,540,943,946,Jackson County,3031,SD,0
640,468,502,943,946,Jerauld County,2071,SD,0
640,468,474,943,946,Jones County,1006,SD,0
640,468,493,943,1028,Kingsbury County,5148,SD,0
640,468,540,943,946,Lake County,11200,SD,0
669,456,531,953,957,Lawrence County,24097,SD,0
711,481,565,1000,1177,Lincoln County,44828,SD,1
640,468,517,943,1134,Lyman County,3755,SD,0
711,481,565,1000,1177,McCook County,5618,SD,1
640,468,473,883,886,McPherson County,2459,SD,0
651,476,481,959,963,Marshall County,4656,SD,0
682,432,551,961,965,Meade County,25434,SD,1
640,468,474,943,946,Mellette County,2048,SD,0
640,468,540,883,886,Miner County,2389,SD,0
711,481,565,1000,1177,Minnehaha County,169468,SD,1
640,468,473,941,944,Moody County,6486,SD,0
794,503,594,1072,1406,Pennington County,100948,SD,1
640,468,473,797,855,Perkins County,2982,SD,0
640,468,540,797,855,Potter County,2329,SD,0
640,468,536,893,897,Roberts County,10149,SD,0
640,468,540,943,1031,Sanborn County,2355,SD,0
640,468,521,851,880,Shannon County,13586,SD,0
640,517,540,943,946,Spink County,6415,SD,0
715,522,529,1054,1103,Stanley County,2966,SD,0
640,468,474,797,855,Sully County,1373,SD,0
640,468,474,797,855,Todd County,9612,SD,0
640,468,473,867,870,Tripp County,5644,SD,0
711,481,565,1000,1177,Turner County,8347,SD,1
708,421,550,929,1045,Union County,14399,SD,1
640,468,540,943,946,Walworth County,5438,SD,0
640,457,473,893,1067,Yankton County,22438,SD,0
640,468,498,935,1062,Ziebach County,2801,SD,0
774,492,628,1034,1162,Anderson County,75129,TN,1
622,423,525,877,1038,Bedford County,45058,TN,0
581,395,429,856,1029,Benton County,16489,TN,0
581,395,444,724,821,Bledsoe County,12876,TN,0
774,492,628,1034,1162,Blount County,123010,TN,1
683,470,505,879,1132,Bradley County,98963,TN,1
581,395,466,762,1029,Campbell County,40716,TN,0
850,616,710,1130,1213,Cannon County,13801,TN,1
581,395,429,724,888,Carroll County,28522,TN,0
729,489,580,997,1250,Carter County,57424,TN,1
850,616,710,1130,1213,Cheatham County,39105,TN,1
678,403,531,904,987,Chester County,17131,TN,1
581,359,485,724,1029,Claiborne County,32213,TN,0
581,395,429,856,861,Clay County,7861,TN,0
581,395,477,840,843,Cocke County,35662,TN,0
635,397,479,871,928,Coffee County,52796,TN,0
611,415,515,772,940,Crockett County,14586,TN,0
599,407,501,750,801,Cumberland County,56053,TN,0
850,616,710,1130,1213,Davidson County,626681,TN,1
581,395,490,757,969,Decatur County,11757,TN,0
581,395,429,848,851,DeKalb County,18723,TN,0
850,616,710,1130,1213,Dickson County,49666,TN,1
599,440,443,808,811,Dyer County,38335,TN,0
832,614,702,1137,1267,Fayette County,38413,TN,1
581,395,429,740,811,Fentress County,17959,TN,0
585,398,432,782,785,Franklin County,41052,TN,0
581,465,468,795,798,Gibson County,49683,TN,0
583,396,492,836,839,Giles County,29485,TN,0
593,408,451,795,929,Grainger County,22657,TN,1
581,395,485,772,783,Greene County,68831,TN,0
581,395,447,856,859,Grundy County,13703,TN,0
593,408,451,795,929,Hamblen County,62544,TN,1
714,476,574,971,1094,Hamilton County,336463,TN,1
581,395,437,797,1029,Hancock County,6819,TN,0
581,395,490,731,953,Hardeman County,27253,TN,0
581,395,429,727,1029,Hardin County,26026,TN,0
658,461,511,861,974,Hawkins County,56833,TN,1
611,364,515,761,817,Haywood County,18787,TN,0
625,425,462,778,835,Henderson County,27769,TN,0
595,404,502,741,1054,Henry County,32330,TN,0
642,465,475,946,1112,Hickman County,24690,TN,1
581,346,429,733,776,Houston County,8426,TN,0
581,395,490,761,776,Humphreys County,18538,TN,0
581,395,429,856,859,Jackson County,11638,TN,0
593,408,451,795,929,Jefferson County,51407,TN,1
581,395,429,724,776,Johnson County,18244,TN,0
774,492,628,1034,1162,Knox County,432226,TN,1
581,454,457,856,935,Lake County,7832,TN,0
581,395,429,824,1019,Lauderdale County,27815,TN,0
581,395,448,724,802,Lawrence County,41869,TN,0
581,395,490,856,1029,Lewis County,12161,TN,0
581,395,444,724,977,Lincoln County,33361,TN,0
774,492,628,1034,1162,Loudon County,48556,TN,1
609,362,507,802,917,McMinn County,52266,TN,0
581,369,429,724,782,McNairy County,26075,TN,0
581,421,429,724,776,Macon County,22248,TN,1
678,403,531,904,987,Madison County,98294,TN,1
714,476,574,971,1094,Marion County,28237,TN,1
661,449,489,842,894,Marshall County,30617,TN,0
750,561,565,1007,1151,Maury County,80956,TN,0
581,395,444,856,859,Meigs County,11753,TN,0
590,401,448,790,834,Monroe County,44519,TN,0
781,525,599,1035,1122,Montgomery County,172331,TN,1
581,395,444,779,821,Moore County,6362,TN,0
581,395,458,724,891,Morgan County,21987,TN,0
581,379,429,725,776,Obion County,31807,TN,0
604,411,449,890,1070,Overton County,22083,TN,0
581,395,490,724,821,Perry County,7915,TN,0
581,395,444,724,821,Pickett County,5077,TN,0
683,470,505,879,1132,Polk County,16825,TN,1
595,404,456,851,934,Putnam County,72321,TN,0
581,469,474,777,800,Rhea County,31809,TN,0
627,426,463,855,859,Roane County,54181,TN,0
850,616,710,1130,1213,Robertson County,66283,TN,1
850,616,710,1130,1213,Rutherford County,262604,TN,1
581,411,490,817,1029,Scott County,22228,TN,0
714,476,574,971,1094,Sequatchie County,14112,TN,1
691,470,517,861,1109,Sevier County,89889,TN,0
832,614,702,1137,1267,Shelby County,927644,TN,1
581,412,432,788,810,Smith County,19166,TN,1
581,391,447,798,835,Stewart County,13324,TN,1
658,461,511,861,974,Sullivan County,156823,TN,1
850,616,710,1130,1213,Sumner County,160645,TN,1
832,614,702,1137,1267,Tipton County,61081,TN,1
850,616,710,1130,1213,Trousdale County,7870,TN,1
729,489,580,997,1250,Unicoi County,18313,TN,1
774,492,628,1034,1162,Union County,19109,TN,1
581,395,444,724,821,Van Buren County,5548,TN,0
581,395,429,838,1029,Warren County,39839,TN,0
729,489,580,997,1250,Washington County,122979,TN,1
581,395,429,847,1029,Wayne County,17021,TN,0
581,434,459,811,815,Weakley County,35021,TN,0
598,406,442,777,799,White County,25841,TN,0
850,616,710,1130,1213,Williamson County,183182,TN,1
850,616,710,1130,1213,Wilson County,113993,TN,1
645,457,544,843,1142,Anderson County,58458,TX,0
766,542,593,1129,1133,Andrews County,14786,TX,0
692,523,572,905,1019,Angelina County,86771,TX,0
737,457,545,1086,1148,Aransas County,23158,TX,1
712,424,570,1009,1155,Archer County,9054,TX,1
745,480,567,1017,1064,Armstrong County,1901,TX,1
701,417,535,938,1067,Atascosa County,44911,TX,1
739,497,563,1089,1247,Austin County,28417,TX,1
643,455,500,801,933,Bailey County,7165,TX,0
872,551,695,1137,1247,Bandera County,20485,TX,1
1050,681,834,1421,1723,Bastrop County,74171,TX,1
643,455,475,801,933,Baylor County,3726,TX,0
662,535,548,975,1073,Bee County,31861,TX,0
771,564,579,1136,1289,Bell County,310235,TX,1
872,551,695,1137,1247,Bexar County,1714773,TX,1
743,526,549,925,993,Blanco County,10497,TX,0
651,461,506,811,944,Borden County,641,TX,0
643,455,495,944,1063,Bosque County,18212,TX,0
764,479,622,952,1021,Bowie County,92565,TX,1
835,646,650,1151,1420,Brazoria County,313166,TX,1
803,647,651,1161,1392,Brazos County,194851,TX,1
746,548,551,929,1082,Brewster County,9232,TX,0
643,455,500,857,933,Briscoe County,1637,TX,0
643,455,542,948,951,Brooks County,7223,TX,0
652,388,482,836,1155,Brown County,38106,TX,0
803,647,651,1161,1392,Burleson County,17187,TX,1
692,490,511,1020,1226,Burnet County,42750,TX,0
1050,681,834,1421,1723,Caldwell County,38066,TX,1
714,525,528,892,1121,Calhoun County,21381,TX,1
877,567,651,1111,1416,Callahan County,13544,TX,1
656,446,526,859,955,Cameron County,406220,TX,1
643,455,542,831,948,Camp County,12401,TX,0
745,480,567,1017,1064,Carson County,6182,TX,1
643,455,504,885,1139,Cass County,30464,TX,0
643,455,542,801,927,Castro County,8062,TX,0
890,599,721,1215,1502,Chambers County,35096,TX,1
643,455,535,836,898,Cherokee County,50845,TX,0
643,455,542,801,933,Childress County,7041,TX,0
712,424,570,1009,1155,Clay County,10752,TX,1
643,455,475,948,951,Cochran County,3127,TX,0
643,383,475,801,933,Coke County,3320,TX,0
643,455,475,948,1139,Coleman County,8895,TX,0
921,607,728,1229,1484,Collin County,782341,TX,1
664,470,516,978,982,Collingsworth County,3057,TX,0
643,421,475,923,1138,Colorado County,20874,TX,0
872,551,695,1137,1247,Comal County,108472,TX,1
643,455,475,801,933,Comanche County,13974,TX,0
1013,717,749,1262,1469,Concho County,4087,TX,0
784,555,579,1024,1048,Cooke County,38437,TX,0
771,564,579,1136,1289,Coryell County,75388,TX,1
643,455,523,948,951,Cottle County,1505,TX,0
643,455,500,801,933,Crane County,4375,TX,0
643,455,475,948,951,Crockett County,3719,TX,0
756,494,575,1103,1271,Crosby County,6059,TX,1
643,455,500,920,933,Culberson County,2398,TX,0
643,455,542,939,942,Dallam County,6703,TX,0
921,607,728,1229,1484,Dallas County,2368139,TX,1
643,455,536,948,951,Dawson County,13833,TX,0
643,455,475,896,899,Deaf Smith County,19372,TX,0
921,607,728,1229,1484,Delta County,5231,TX,1
921,607,728,1229,1484,Denton County,662614,TX,1
643,472,475,801,933,DeWitt County,20097,TX,0
643,455,500,801,933,Dickens County,2444,TX,0
643,455,542,801,859,Dimmit County,9996,TX,0
643,455,475,801,933,Donley County,3677,TX,0
703,498,593,876,1020,Duval County,11782,TX,0
643,472,475,801,1131,Eastland County,18583,TX,0
1023,686,795,1302,1367,Ector County,137130,TX,1
643,455,500,801,933,Edwards County,2002,TX,0
921,607,728,1229,1484,Ellis County,149610,TX,1
794,588,643,1125,1350,El Paso County,800647,TX,1
718,543,547,964,968,Erath County,37890,TX,0
643,432,475,887,891,Falls County,17866,TX,0
649,386,480,892,1051,Fannin County,33915,TX,0
643,455,475,812,859,Fayette County,24554,TX,0
643,455,475,948,951,Fisher County,3974,TX,0
643,455,542,948,1108,Floyd County,6446,TX,0
643,455,500,948,951,Foard County,1336,TX,0
890,599,721,1215,1502,Fort Bend County,585375,TX,1
643,455,475,948,1139,Franklin County,10605,TX,0
689,410,509,858,999,Freestone County,19816,TX,0
643,455,542,948,1139,Frio County,17217,TX,0
643,455,475,904,962,Gaines County,17526,TX,0
890,599,721,1215,1502,Galveston County,291309,TX,1
643,455,542,948,951,Garza County,6461,TX,0
850,602,628,1059,1505,Gillespie County,24837,TX,0
651,461,506,811,944,Glasscock County,1226,TX,0
742,550,587,924,1184,Goliad County,7210,TX,1
643,472,475,948,954,Gonzales County,19807,TX,0
643,455,501,806,1021,Gray County,22535,TX,0
827,510,639,1113,1417,Grayson County,120877,TX,1
693,560,565,863,1109,Gregg County,121730,TX,1
646,457,516,861,937,Grimes County,26604,TX,0
872,551,695,1137,1247,Guadalupe County,131533,TX,1
643,469,505,875,1067,Hale County,36273,TX,0
643,429,500,948,951,Hall County,3353,TX,0
678,480,501,999,1002,Hamilton County,8517,TX,0
643,455,542,850,956,Hansford County,5613,TX,0
715,506,556,890,1037,Hardeman County,4139,TX,0
757,487,610,992,1012,Hardin County,54635,TX,1
890,599,721,1215,1502,Harris County,4092459,TX,1
732,461,587,960,978,Harrison County,65631,TX,0
655,464,484,909,950,Hartley County,6062,TX,0
643,455,500,948,951,Haskell County,5899,TX,0
1050,681,834,1421,1723,Hays County,157107,TX,1
643,455,530,801,933,Hemphill County,3807,TX,0
671,542,548,879,1085,Henderson County,78532,TX,0
661,448,508,823,1005,Hidalgo County,774769,TX,1
692,490,511,939,999,Hill County,35089,TX,0
694,491,514,864,927,Hockley County,22935,TX,0
852,625,630,1141,1207,Hood County,51182,TX,0
682,501,504,875,1101,Hopkins County,35161,TX,0
643,383,475,919,922,Houston County,23732,TX,0
668,397,494,866,992,Howard County,35012,TX,0
643,455,500,948,951,Hudspeth County,3476,TX,0
921,607,728,1229,1484,Hunt County,86129,TX,1
690,488,543,875,922,Hutchinson County,22150,TX,0
821,527,615,1139,1221,Irion County,1599,TX,1
788,558,665,981,1396,Jack County,9044,TX,0
722,430,567,979,1279,Jackson County,14075,TX,0
716,507,557,892,957,Jasper County,35710,TX,0
643,455,542,857,933,Jeff Davis County,2342,TX,0
757,487,610,992,1012,Jefferson County,252273,TX,1
643,455,542,816,933,Jim Hogg County,5300,TX,0
717,508,550,893,958,Jim Wells County,40838,TX,0
893,590,690,1198,1426,Johnson County,150934,TX,1
877,567,651,1111,1416,Jones County,20202,TX,1
643,519,542,948,1139,Karnes County,14824,TX,0
921,607,728,1229,1484,Kaufman County,103350,TX,1
936,591,789,1379,1658,Kendall County,33410,TX,1
643,455,500,857,933,Kenedy County,416,TX,0
643,455,500,801,933,Kent County,808,TX,0
797,626,630,1126,1130,Kerr County,49625,TX,0
643,455,475,801,859,Kimble County,4607,TX,0
651,461,506,811,944,King County,286,TX,0
643,455,492,948,951,Kinney County,3598,TX,0
707,519,523,971,1252,Kleberg County,32061,TX,0
643,455,500,801,859,Knox County,3719,TX,0
643,455,542,937,1114,Lamar County,49793,TX,0
643,455,542,859,1035,Lamb County,13977,TX,0
648,474,547,955,1067,Lampasas County,19677,TX,1
646,457,477,952,955,La Salle County,6886,TX,0
643,408,475,923,933,Lavaca County,19263,TX,0
643,455,542,948,951,Lee County,16612,TX,0
643,455,488,836,1004,Leon County,16801,TX,0
890,599,721,1215,1502,Liberty County,75643,TX,1
755,535,568,1063,1072,Limestone County,23384,TX,0
643,455,475,801,859,Lipscomb County,3302,TX,0
643,455,542,801,859,Live Oak County,11531,TX,0
679,481,502,1001,1004,Llano County,19301,TX,0
651,461,506,868,944,Loving County,82,TX,0
756,494,575,1103,1271,Lubbock County,278831,TX,1
643,455,542,948,951,Lynn County,5915,TX,0
643,455,475,935,938,McCulloch County,8283,TX,0
766,482,566,1003,1122,McLennan County,234906,TX,1
651,461,506,959,963,McMullen County,707,TX,0
643,455,542,948,951,Madison County,13664,TX,0
643,455,475,801,933,Marion County,10546,TX,0
643,455,542,801,933,Martin County,4799,TX,0
643,455,500,948,951,Mason County,4012,TX,0
699,416,517,947,1238,Matagorda County,36702,TX,0
643,426,542,914,933,Maverick County,54258,TX,0
670,444,495,885,958,Medina County,46006,TX,1
643,455,479,872,933,Menard County,2242,TX,0
1160,690,890,1445,1603,Midland County,136872,TX,1
643,455,507,948,1139,Milam County,24757,TX,0
643,455,501,948,1139,Mills County,4936,TX,0
643,455,542,924,1139,Mitchell County,9403,TX,0
643,455,475,905,909,Montague County,19719,TX,0
890,599,721,1215,1502,Montgomery County,455746,TX,1
661,533,536,823,1096,Moore County,21904,TX,0
643,455,483,922,933,Morris County,12934,TX,0
643,455,500,801,933,Motley County,1210,TX,0
728,560,580,907,973,Nacogdoches County,64524,TX,0
721,546,550,904,968,Navarro County,47735,TX,0
643,455,533,801,859,Newton County,14445,TX,0
643,455,542,948,1139,Nolan County,15216,TX,0
896,583,699,1187,1396,Nueces County,340223,TX,1
671,475,566,945,973,Ochiltree County,10223,TX,0
676,479,570,996,1197,Oldham County,2052,TX,0
757,487,610,992,1012,Orange County,81837,TX,1
719,467,531,963,1010,Palo Pinto County,28111,TX,0
643,455,475,821,1139,Panola County,23796,TX,0
893,590,690,1198,1426,Parker County,116927,TX,1
643,455,542,843,1088,Parmer County,10269,TX,0
643,462,531,850,1139,Pecos County,15507,TX,0
645,468,480,945,1087,Polk County,45413,TX,0
745,480,567,1017,1064,Potter County,121073,TX,1
643,455,542,948,951,Presidio County,7818,TX,0
643,455,475,948,951,Rains County,10914,TX,0
745,480,567,1017,1064,Randall County,120725,TX,1
643,455,522,802,933,Reagan County,3367,TX,0
643,455,475,948,951,Real County,3309,TX,0
643,455,475,842,1139,Red River County,12860,TX,0
643,455,511,948,1139,Reeves County,13783,TX,0
643,455,475,920,933,Refugio County,7383,TX,0
651,461,506,811,944,Roberts County,929,TX,0
803,647,651,1161,1392,Robertson County,16622,TX,1
921,607,728,1229,1484,Rockwall County,78337,TX,1
643,455,542,948,1139,Runnels County,10501,TX,0
643,473,477,850,1028,Rusk County,53330,TX,1
643,455,542,948,951,Sabine County,10834,TX,0
643,472,475,801,1111,San Augustine County,8865,TX,0
890,599,721,1215,1502,San Jacinto County,26384,TX,1
896,583,699,1187,1396,San Patricio County,64804,TX,1
643,455,475,875,1139,San Saba County,6131,TX,0
643,455,475,801,933,Schleicher County,3461,TX,0
710,521,525,1046,1050,Scurry County,16921,TX,0
643,455,500,948,951,Shackelford County,3378,TX,0
643,455,475,801,933,Shelby County,25448,TX,0
643,455,542,888,933,Sherman County,3034,TX,0
828,595,698,1099,1107,Smith County,209714,TX,1
643,455,542,948,1139,Somervell County,8490,TX,0
643,455,475,801,1025,Starr County,60968,TX,0
714,505,528,932,1036,Stephens County,9630,TX,0
672,476,567,964,975,Sterling County,1143,TX,0
643,455,511,940,943,Stonewall County,1490,TX,0
643,455,524,823,933,Sutton County,4128,TX,0
643,455,475,864,933,Swisher County,7854,TX,0
893,590,690,1198,1426,Tarrant County,1809034,TX,1
877,567,651,1111,1416,Taylor County,131506,TX,1
658,466,555,877,955,Terrell County,984,TX,0
643,455,491,823,933,Terry County,12651,TX,0
643,455,500,948,951,Throckmorton County,1641,TX,0
643,383,503,805,925,Titus County,32334,TX,0
821,527,615,1139,1221,Tom Green County,110224,TX,1
1050,681,834,1421,1723,Travis County,1024266,TX,1
643,455,536,948,1139,Trinity County,14585,TX,0
643,455,498,948,951,Tyler County,21766,TX,0
693,560,565,863,1109,Upshur County,39309,TX,1
643,455,542,872,933,Upton County,3355,TX,0
643,492,542,883,933,Uvalde County,26405,TX,0
654,474,483,948,951,Val Verde County,48879,TX,0
705,499,521,912,942,Van Zandt County,52579,TX,0
742,550,587,924,1184,Victoria County,86793,TX,1
736,508,621,1000,1003,Walker County,67861,TX,0
890,599,721,1215,1502,Waller County,43205,TX,1
643,455,542,801,859,Ward County,10658,TX,0
742,526,621,944,992,Washington County,33718,TX,0
777,573,618,1021,1057,Webb County,250304,TX,1
673,400,497,889,899,Wharton County,41280,TX,0
661,468,558,950,959,Wheeler County,5410,TX,0
712,424,570,1009,1155,Wichita County,131500,TX,1
649,459,480,882,941,Wilbarger County,13535,TX,0
643,455,475,853,1139,Willacy County,22134,TX,0
1050,681,834,1421,1723,Williamson County,422679,TX,1
872,551,695,1137,1247,Wilson County,42918,TX,1
643,455,475,948,951,Winkler County,7110,TX,0
838,499,619,1044,1120,Wise County,59127,TX,1
656,482,485,882,1119,Wood County,41964,TX,0
654,463,508,885,949,Yoakum County,7879,TX,0
666,396,492,854,890,Young County,18550,TX,0
643,455,475,801,933,Zapata County,14018,TX,0
643,455,542,948,951,Zavala County,11677,TX,0
606,460,511,838,841,Beaver County,6629,UT,0
606,460,511,893,1073,Box Elder County,49975,UT,0
649,487,490,934,1140,Cache County,112656,UT,1
608,461,464,757,861,Carbon County,21403,UT,0
795,604,671,990,1241,Daggett County,1059,UT,0
778,485,594,1097,1317,Davis County,306479,UT,1
735,558,620,1083,1302,Duchesne County,18607,UT,0
606,460,511,755,910,Emery County,10976,UT,0
606,448,451,755,877,Garfield County,5172,UT,0
757,575,638,1115,1119,Grand County,9225,UT,0
606,410,511,854,1073,Iron County,46163,UT,0
763,500,639,1103,1351,Juab County,10246,UT,1
692,525,584,1020,1023,Kane County,7125,UT,0
606,460,511,893,1050,Millard County,12503,UT,0
778,485,594,1097,1317,Morgan County,9469,UT,1
794,603,670,989,1240,Piute County,1556,UT,0
606,460,511,755,946,Rich County,2264,UT,0
901,606,727,1285,1513,Salt Lake County,1029655,UT,1
606,460,511,818,821,San Juan County,14746,UT,0
637,481,484,793,851,Sanpete County,27822,UT,0
606,460,511,783,937,Sevier County,20802,UT,0
1014,682,749,1406,1411,Summit County,36324,UT,1
757,538,568,977,1241,Tooele County,58218,UT,1
859,631,635,1160,1344,Uintah County,32588,UT,0
763,500,639,1103,1351,Utah County,516564,UT,1
868,659,732,1279,1283,Wasatch County,23530,UT,0
763,505,581,1047,1344,Washington County,138115,UT,1
606,460,511,861,971,Wayne County,2778,UT,0
778,485,594,1097,1317,Weber County,231236,UT,1
925,717,780,1283,1550,Addison town,1371,VT,0
925,717,780,1283,1550,Bridport town,1218,VT,0
925,717,780,1283,1550,Bristol town,3894,VT,0
925,717,780,1283,1550,Cornwall town,1185,VT,0
925,717,780,1283,1550,Ferrisburgh town,2775,VT,0
925,717,780,1283,1550,Goshen town,164,VT,0
925,717,780,1283,1550,Granville town,298,VT,0
925,717,780,1283,1550,Hancock town,323,VT,0
925,717,780,1283,1550,Leicester town,1100,VT,0
925,717,780,1283,1550,Lincoln town,1271,VT,0
925,717,780,1283,1550,Middlebury town,8496,VT,0
925,717,780,1283,1550,Monkton town,1980,VT,0
925,717,780,1283,1550,New Haven town,1727,VT,0
925,717,780,1283,1550,Orwell town,1250,VT,0
925,717,780,1283,1550,Panton town,677,VT,0
925,717,780,1283,1550,Ripton town,588,VT,0
925,717,780,1283,1550,Salisbury town,1136,VT,0
925,717,780,1283,1550,Shoreham town,1265,VT,0
925,717,780,1283,1550,Starksboro town,1777,VT,0
925,717,780,1283,1550,Vergennes city,2588,VT,0
925,717,780,1283,1550,Waltham town,486,VT,0
925,717,780,1283,1550,Weybridge town,833,VT,0
925,717,780,1283,1550,Whiting town,419,VT,0
935,557,719,1140,1270,Arlington town,2317,VT,0
935,557,719,1140,1270,Bennington town,15764,VT,0
935,557,719,1140,1270,Dorset town,2031,VT,0
935,557,719,1140,1270,Glastenbury town,8,VT,0
935,557,719,1140,1270,Landgrove town,158,VT,0
935,557,719,1140,1270,Manchester town,4391,VT,0
935,557,719,1140,1270,Peru town,375,VT,0
935,557,719,1140,1270,Pownal town,3527,VT,0
935,557,719,1140,1270,Readsboro town,763,VT,0
935,557,719,1140,1270,Rupert town,714,VT,0
935,557,719,1140,1270,Sandgate town,405,VT,0
935,557,719,1140,1270,Searsburg town,109,VT,0
935,557,719,1140,1270,Shaftsbury town,3590,VT,0
935,557,719,1140,1270,Stamford town,824,VT,0
935,557,719,1140,1270,Sunderland town,956,VT,0
935,557,719,1140,1270,Winhall town,769,VT,0
935,557,719,1140,1270,Woodford town,424,VT,0
805,642,679,1003,1226,Barnet town,1708,VT,0
805,642,679,1003,1226,Burke town,1753,VT,0
805,642,679,1003,1226,Danville town,2196,VT,0
805,642,679,1003,1226,Groton town,1022,VT,0
805,642,679,1003,1226,Hardwick town,3010,VT,0
805,642,679,1003,1226,Kirby town,493,VT,0
805,642,679,1003,1226,Lyndon town,5981,VT,0
805,642,679,1003,1226,Newark town,581,VT,0
805,642,679,1003,1226,Peacham town,732,VT,0
805,642,679,1003,1226,Ryegate town,1174,VT,0
805,642,679,1003,1226,St. Johnsbury town,7603,VT,0
805,642,679,1003,1226,Sheffield town,703,VT,0
805,642,679,1003,1226,Stannard town,216,VT,0
805,642,679,1003,1226,Sutton town,1029,VT,0
805,642,679,1003,1226,Walden town,935,VT,0
805,642,679,1003,1226,Waterford town,1280,VT,0
805,642,679,1003,1226,Wheelock town,811,VT,0
1328,936,1017,1663,1953,Bolton town,1182,VT,1
1328,936,1017,1663,1953,Buels gore,30,VT,1
1328,936,1017,1663,1953,Burlington city,42417,VT,1
1328,936,1017,1663,1953,Charlotte town,3754,VT,1
1328,936,1017,1663,1953,Colchester town,17067,VT,1
1328,936,1017,1663,1953,Essex town,19587,VT,1
1328,936,1017,1663,1953,Hinesburg town,4396,VT,1
1328,936,1017,1663,1953,Huntington town,1938,VT,1
1328,936,1017,1663,1953,Jericho town,5009,VT,1
1328,936,1017,1663,1953,Milton town,10352,VT,1
1328,936,1017,1663,1953,Richmond town,4081,VT,1
1328,936,1017,1663,1953,St. George town,674,VT,1
1328,936,1017,1663,1953,Shelburne town,7144,VT,1
1328,936,1017,1663,1953,South Burlington city,17904,VT,1
1328,936,1017,1663,1953,Underhill town,3016,VT,1
1328,936,1017,1663,1953,Westford town,2029,VT,1
1328,936,1017,1663,1953,Williston town,8698,VT,1
1328,936,1017,1663,1953,Winooski city,7267,VT,1
715,547,603,890,1144,Averill town,24,VT,0
715,547,603,890,1144,Avery's gore,0,VT,0
715,547,603,890,1144,Bloomfield town,221,VT,0
715,547,603,890,1144,Brighton town,1222,VT,0
715,547,603,890,1144,Brunswick town,112,VT,0
715,547,603,890,1144,Canaan town,972,VT,0
715,547,603,890,1144,Concord town,1235,VT,0
715,547,603,890,1144,East Haven town,290,VT,0
715,547,603,890,1144,Ferdinand town,32,VT,0
715,547,603,890,1144,Granby town,88,VT,0
715,547,603,890,1144,Guildhall town,261,VT,0
715,547,603,890,1144,Lemington town,104,VT,0
715,547,603,890,1144,Lewis town,0,VT,0
715,547,603,890,1144,Lunenburg town,1302,VT,0
715,547,603,890,1144,Maidstone town,208,VT,0
715,547,603,890,1144,Norton town,169,VT,0
715,547,603,890,1144,Victory town,62,VT,0
715,547,603,890,1144,Warner's grant,0,VT,0
715,547,603,890,1144,Warren's gore,4,VT,0
1328,936,1017,1663,1953,Bakersfield town,1322,VT,1
1328,936,1017,1663,1953,Berkshire town,1692,VT,1
1328,936,1017,1663,1953,Enosburg town,2781,VT,1
1328,936,1017,1663,1953,Fairfax town,4285,VT,1
1328,936,1017,1663,1953,Fairfield town,1891,VT,1
1328,936,1017,1663,1953,Fletcher town,1277,VT,1
1328,936,1017,1663,1953,Franklin town,1405,VT,1
1328,936,1017,1663,1953,Georgia town,4515,VT,1
1328,936,1017,1663,1953,Highgate town,3535,VT,1
1328,936,1017,1663,1953,Montgomery town,1201,VT,1
1328,936,1017,1663,1953,Richford town,2308,VT,1
1328,936,1017,1663,1953,St. Albans city,6918,VT,1
1328,936,1017,1663,1953,St. Albans town,5999,VT,1
